,YearStart,YearEnd,LocationAbbr,LocationDesc,Topic,Question,DataValueType,DataValue,DataValueAlt,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,LocationID,Latitude,Longitude
329,2020,2020,KY,Kentucky,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,,,,,Race/Ethnicity,"Other, non-Hispanic",21,-84.77497104799966,37.645970271000465
330,2020,2020,LA,Louisiana,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,5.6,5.6,4.3,7.3,Gender,Male,22,-92.44568007099969,31.31266064400046
331,2020,2020,KY,Kentucky,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,11.0,11.0,9.7,12.4,Race/Ethnicity,"White, non-Hispanic",21,-84.77497104799966,37.645970271000465
332,2020,2020,MA,Massachusetts,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,7.1,7.1,6.0,8.3,Gender,Male,25,-72.08269067499964,42.27687047000046
333,2020,2020,MA,Massachusetts,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,10.5,10.5,9.4,11.6,Race/Ethnicity,"White, non-Hispanic",25,-72.08269067499964,42.27687047000046
334,2020,2020,MA,Massachusetts,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,6.4,6.4,3.7,10.8,Race/Ethnicity,"Other, non-Hispanic",25,-72.08269067499964,42.27687047000046
335,2020,2020,MA,Massachusetts,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,7.3,7.3,6.2,8.6,Gender,Male,25,-72.08269067499964,42.27687047000046
336,2020,2020,MA,Massachusetts,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,14.4,14.4,10.7,19.0,Race/Ethnicity,Hispanic,25,-72.08269067499964,42.27687047000046
337,2020,2020,MA,Massachusetts,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,13.9,13.9,12.4,15.5,Gender,Female,25,-72.08269067499964,42.27687047000046
338,2020,2020,MA,Massachusetts,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,18.9,18.9,11.1,30.2,Race/Ethnicity,"Multiracial, non-Hispanic",25,-72.08269067499964,42.27687047000046
339,2020,2020,MA,Massachusetts,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,10.7,10.7,9.8,11.8,Overall,Overall,25,-72.08269067499964,42.27687047000046
340,2020,2020,MA,Massachusetts,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,13.0,13.0,8.5,19.3,Race/Ethnicity,"Black, non-Hispanic",25,-72.08269067499964,42.27687047000046
341,2020,2020,MA,Massachusetts,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,18.5,18.5,11.0,29.5,Race/Ethnicity,"Multiracial, non-Hispanic",25,-72.08269067499964,42.27687047000046
342,2020,2020,MA,Massachusetts,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,14.4,14.4,10.7,19.1,Race/Ethnicity,Hispanic,25,-72.08269067499964,42.27687047000046
343,2020,2020,MA,Massachusetts,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,14.0,14.0,12.5,15.7,Gender,Female,25,-72.08269067499964,42.27687047000046
344,2020,2020,MA,Massachusetts,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,7.7,7.7,4.5,13.0,Race/Ethnicity,"Other, non-Hispanic",25,-72.08269067499964,42.27687047000046
345,2020,2020,MA,Massachusetts,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,13.2,13.2,9.0,19.1,Race/Ethnicity,"Black, non-Hispanic",25,-72.08269067499964,42.27687047000046
346,2020,2020,MA,Massachusetts,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,10.3,10.3,9.3,11.3,Race/Ethnicity,"White, non-Hispanic",25,-72.08269067499964,42.27687047000046
347,2020,2020,MA,Massachusetts,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,10.6,10.6,9.7,11.7,Overall,Overall,25,-72.08269067499964,42.27687047000046
348,2020,2020,MD,Maryland,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,7.5,7.5,5.3,10.4,Race/Ethnicity,Hispanic,24,-76.60926011099963,39.29058096400047
349,2020,2020,MD,Maryland,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,8.8,8.8,7.9,9.8,Race/Ethnicity,"White, non-Hispanic",24,-76.60926011099963,39.29058096400047
350,2020,2020,MD,Maryland,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,6.5,6.5,5.6,7.5,Gender,Male,24,-76.60926011099963,39.29058096400047
351,2020,2020,MD,Maryland,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,6.5,6.5,5.7,7.5,Gender,Male,24,-76.60926011099963,39.29058096400047
352,2020,2020,MD,Maryland,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,6.7,6.7,4.6,9.7,Race/Ethnicity,"Other, non-Hispanic",24,-76.60926011099963,39.29058096400047
353,2020,2020,MD,Maryland,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,10.8,10.8,9.3,12.4,Race/Ethnicity,"Black, non-Hispanic",24,-76.60926011099963,39.29058096400047
354,2020,2020,MD,Maryland,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,9.0,9.0,8.3,9.7,Overall,Overall,24,-76.60926011099963,39.29058096400047
355,2020,2020,MD,Maryland,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,8.5,8.5,7.7,9.3,Race/Ethnicity,"White, non-Hispanic",24,-76.60926011099963,39.29058096400047
356,2020,2020,MD,Maryland,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,10.8,10.8,9.3,12.5,Race/Ethnicity,"Black, non-Hispanic",24,-76.60926011099963,39.29058096400047
357,2020,2020,MD,Maryland,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,6.4,6.4,4.5,9.1,Race/Ethnicity,"Other, non-Hispanic",24,-76.60926011099963,39.29058096400047
358,2020,2020,MD,Maryland,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,11.4,11.4,7.4,17.0,Race/Ethnicity,"Multiracial, non-Hispanic",24,-76.60926011099963,39.29058096400047
359,2020,2020,MD,Maryland,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,8.9,8.9,8.3,9.6,Overall,Overall,24,-76.60926011099963,39.29058096400047
360,2020,2020,MD,Maryland,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,11.3,11.3,10.3,12.4,Gender,Female,24,-76.60926011099963,39.29058096400047
361,2020,2020,MD,Maryland,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,6.5,6.5,4.7,8.9,Race/Ethnicity,Hispanic,24,-76.60926011099963,39.29058096400047
362,2020,2020,MD,Maryland,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,11.1,11.1,10.2,12.2,Gender,Female,24,-76.60926011099963,39.29058096400047
363,2020,2020,MD,Maryland,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,11.1,11.1,7.1,16.8,Race/Ethnicity,"Multiracial, non-Hispanic",24,-76.60926011099963,39.29058096400047
364,2020,2020,ME,Maine,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,10.6,10.6,9.7,11.6,Overall,Overall,23,-68.98503133599962,45.254228894000505
365,2020,2020,ME,Maine,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,12.5,12.5,11.3,13.9,Gender,Female,23,-68.98503133599962,45.254228894000505
366,2020,2020,ME,Maine,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,,,,,Race/Ethnicity,Hispanic,23,-68.98503133599962,45.254228894000505
367,2020,2020,ME,Maine,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,10.9,10.9,9.8,12.0,Overall,Overall,23,-68.98503133599962,45.254228894000505
368,2020,2020,ME,Maine,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,16.2,16.2,8.8,27.8,Race/Ethnicity,"Other, non-Hispanic",23,-68.98503133599962,45.254228894000505
369,2020,2020,ME,Maine,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,,,,,Race/Ethnicity,"Black, non-Hispanic",23,-68.98503133599962,45.254228894000505
370,2020,2020,ME,Maine,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,12.9,12.9,11.4,14.6,Gender,Female,23,-68.98503133599962,45.254228894000505
371,2020,2020,ME,Maine,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,,,,,Race/Ethnicity,"Black, non-Hispanic",23,-68.98503133599962,45.254228894000505
372,2020,2020,ME,Maine,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,,,,,Race/Ethnicity,"Other, non-Hispanic",23,-68.98503133599962,45.254228894000505
373,2020,2020,ME,Maine,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,8.5,8.5,7.3,9.9,Gender,Male,23,-68.98503133599962,45.254228894000505
374,2020,2020,ME,Maine,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,10.9,10.9,9.8,12.1,Race/Ethnicity,"White, non-Hispanic",23,-68.98503133599962,45.254228894000505
375,2020,2020,ME,Maine,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,,,,,Race/Ethnicity,"Multiracial, non-Hispanic",23,-68.98503133599962,45.254228894000505
376,2020,2020,ME,Maine,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,10.5,10.5,9.6,11.5,Race/Ethnicity,"White, non-Hispanic",23,-68.98503133599962,45.254228894000505
377,2020,2020,ME,Maine,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,,,,,Race/Ethnicity,Hispanic,23,-68.98503133599962,45.254228894000505
378,2020,2020,ME,Maine,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,8.7,8.7,7.4,10.3,Gender,Male,23,-68.98503133599962,45.254228894000505
379,2020,2020,MI,Michigan,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,14.5,14.5,8.9,22.8,Race/Ethnicity,"Other, non-Hispanic",26,-84.71439026999968,44.6613195430005
380,2020,2020,MI,Michigan,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,11.8,11.8,7.5,18.2,Race/Ethnicity,Hispanic,26,-84.71439026999968,44.6613195430005
381,2020,2020,MI,Michigan,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,7.3,7.3,6.1,8.7,Gender,Male,26,-84.71439026999968,44.6613195430005
382,2020,2020,MI,Michigan,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,10.6,10.6,9.5,11.9,Race/Ethnicity,"White, non-Hispanic",26,-84.71439026999968,44.6613195430005
383,2020,2020,MI,Michigan,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,7.3,7.3,6.0,8.7,Gender,Male,26,-84.71439026999968,44.6613195430005
384,2020,2020,MI,Michigan,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,10.5,10.5,6.5,16.4,Race/Ethnicity,Hispanic,26,-84.71439026999968,44.6613195430005
385,2020,2020,MI,Michigan,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,20.4,20.4,13.7,29.2,Race/Ethnicity,"Multiracial, non-Hispanic",26,-84.71439026999968,44.6613195430005
386,2020,2020,MI,Michigan,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,13.0,13.0,10.3,16.3,Race/Ethnicity,"Black, non-Hispanic",26,-84.71439026999968,44.6613195430005
387,2020,2020,MI,Michigan,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,14.6,14.6,13.2,16.1,Gender,Female,26,-84.71439026999968,44.6613195430005
388,2020,2020,MI,Michigan,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,11.0,11.0,10.1,12.0,Overall,Overall,26,-84.71439026999968,44.6613195430005
389,2020,2020,MI,Michigan,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,14.6,14.6,13.1,16.2,Gender,Female,26,-84.71439026999968,44.6613195430005
390,2020,2020,MI,Michigan,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,13.5,13.5,10.7,17.0,Race/Ethnicity,"Black, non-Hispanic",26,-84.71439026999968,44.6613195430005
391,2020,2020,MI,Michigan,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,20.2,20.2,13.5,29.0,Race/Ethnicity,"Multiracial, non-Hispanic",26,-84.71439026999968,44.6613195430005
392,2020,2020,MI,Michigan,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,11.0,11.0,10.0,12.1,Overall,Overall,26,-84.71439026999968,44.6613195430005
393,2020,2020,MI,Michigan,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,11.4,11.4,6.9,18.0,Race/Ethnicity,"Other, non-Hispanic",26,-84.71439026999968,44.6613195430005
394,2020,2020,MN,Minnesota,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,20.2,20.2,14.7,27.0,Race/Ethnicity,"Multiracial, non-Hispanic",27,-94.79420050299967,46.35564873600049
395,2020,2020,MN,Minnesota,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,12.4,12.4,9.1,16.7,Race/Ethnicity,"Black, non-Hispanic",27,-94.79420050299967,46.35564873600049
396,2020,2020,MN,Minnesota,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,8.5,8.5,8.0,9.1,Race/Ethnicity,"White, non-Hispanic",27,-94.79420050299967,46.35564873600049
397,2020,2020,MN,Minnesota,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,5.7,5.7,5.1,6.4,Gender,Male,27,-94.79420050299967,46.35564873600049
398,2020,2020,MN,Minnesota,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,8.5,8.5,7.9,9.0,Overall,Overall,27,-94.79420050299967,46.35564873600049
399,2020,2020,MN,Minnesota,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,18.4,18.4,13.4,24.7,Race/Ethnicity,"Multiracial, non-Hispanic",27,-94.79420050299967,46.35564873600049
400,2020,2020,MN,Minnesota,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,6.5,6.5,4.6,9.0,Race/Ethnicity,Hispanic,27,-94.79420050299967,46.35564873600049
401,2020,2020,MN,Minnesota,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,11.2,11.2,10.4,12.1,Gender,Female,27,-94.79420050299967,46.35564873600049
402,2020,2020,MN,Minnesota,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,8.5,8.5,8.0,9.1,Overall,Overall,27,-94.79420050299967,46.35564873600049
403,2020,2020,MN,Minnesota,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,6.0,6.0,4.2,8.4,Race/Ethnicity,Hispanic,27,-94.79420050299967,46.35564873600049
404,2020,2020,MN,Minnesota,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,11.2,11.2,10.3,12.1,Gender,Female,27,-94.79420050299967,46.35564873600049
405,2020,2020,MN,Minnesota,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,12.2,12.2,9.2,15.9,Race/Ethnicity,"Black, non-Hispanic",27,-94.79420050299967,46.35564873600049
406,2020,2020,MN,Minnesota,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,4.4,4.4,3.1,6.4,Race/Ethnicity,"Other, non-Hispanic",27,-94.79420050299967,46.35564873600049
407,2020,2020,MN,Minnesota,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,4.9,4.9,3.4,7.1,Race/Ethnicity,"Other, non-Hispanic",27,-94.79420050299967,46.35564873600049
408,2020,2020,MN,Minnesota,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,5.8,5.8,5.1,6.5,Gender,Male,27,-94.79420050299967,46.35564873600049
409,2020,2020,MN,Minnesota,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,8.8,8.8,8.1,9.5,Race/Ethnicity,"White, non-Hispanic",27,-94.79420050299967,46.35564873600049
410,2020,2020,MO,Missouri,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,6.4,6.4,5.4,7.5,Gender,Male,29,-92.56630005299968,38.635790776000476
411,2020,2020,MO,Missouri,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,12.4,12.4,11.1,13.9,Gender,Female,29,-92.56630005299968,38.635790776000476
412,2020,2020,MO,Missouri,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,12.4,12.4,9.7,15.8,Race/Ethnicity,"Black, non-Hispanic",29,-92.56630005299968,38.635790776000476
413,2020,2020,MO,Missouri,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,12.5,12.5,7.5,20.1,Race/Ethnicity,"Multiracial, non-Hispanic",29,-92.56630005299968,38.635790776000476
414,2020,2020,MO,Missouri,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,12.2,12.2,9.6,15.5,Race/Ethnicity,"Black, non-Hispanic",29,-92.56630005299968,38.635790776000476
415,2020,2020,MO,Missouri,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,6.4,6.4,5.4,7.6,Gender,Male,29,-92.56630005299968,38.635790776000476
416,2020,2020,MO,Missouri,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,,,,,Race/Ethnicity,"Other, non-Hispanic",29,-92.56630005299968,38.635790776000476
417,2020,2020,MO,Missouri,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,9.3,9.3,8.5,10.2,Overall,Overall,29,-92.56630005299968,38.635790776000476
418,2020,2020,MO,Missouri,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,9.5,9.5,8.5,10.6,Race/Ethnicity,"White, non-Hispanic",29,-92.56630005299968,38.635790776000476
419,2020,2020,MO,Missouri,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,,,,,Race/Ethnicity,"Other, non-Hispanic",29,-92.56630005299968,38.635790776000476
420,2020,2020,MO,Missouri,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,9.2,9.2,8.3,10.1,Race/Ethnicity,"White, non-Hispanic",29,-92.56630005299968,38.635790776000476
421,2020,2020,MO,Missouri,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,7.9,7.9,4.7,13.0,Race/Ethnicity,Hispanic,29,-92.56630005299968,38.635790776000476
422,2020,2020,MO,Missouri,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,9.5,9.5,8.6,10.4,Overall,Overall,29,-92.56630005299968,38.635790776000476
423,2020,2020,MO,Missouri,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,12.0,12.0,10.8,13.4,Gender,Female,29,-92.56630005299968,38.635790776000476
424,2020,2020,MO,Missouri,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,12.0,12.0,7.1,19.5,Race/Ethnicity,"Multiracial, non-Hispanic",29,-92.56630005299968,38.635790776000476
425,2020,2020,MO,Missouri,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,6.7,6.7,4.0,10.9,Race/Ethnicity,Hispanic,29,-92.56630005299968,38.635790776000476
426,2020,2020,MS,Mississippi,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,,,,,Race/Ethnicity,"Multiracial, non-Hispanic",28,-89.53803082499968,32.745510099000455
427,2020,2020,MS,Mississippi,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,,,,,Race/Ethnicity,Hispanic,28,-89.53803082499968,32.745510099000455
428,2020,2020,MS,Mississippi,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,8.2,8.2,7.1,9.5,Race/Ethnicity,"White, non-Hispanic",28,-89.53803082499968,32.745510099000455
429,2020,2020,MS,Mississippi,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,,,,,Race/Ethnicity,"Other, non-Hispanic",28,-89.53803082499968,32.745510099000455
430,2020,2020,MS,Mississippi,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,6.0,6.0,4.9,7.2,Gender,Male,28,-89.53803082499968,32.745510099000455
431,2020,2020,MS,Mississippi,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,9.9,9.9,8.5,11.5,Race/Ethnicity,"Black, non-Hispanic",28,-89.53803082499968,32.745510099000455
432,2020,2020,MS,Mississippi,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,5.9,5.9,4.8,7.2,Gender,Male,28,-89.53803082499968,32.745510099000455
433,2020,2020,MS,Mississippi,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,8.9,8.9,8.0,9.8,Overall,Overall,28,-89.53803082499968,32.745510099000455
434,2020,2020,MS,Mississippi,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,11.5,11.5,10.2,13.0,Gender,Female,28,-89.53803082499968,32.745510099000455
435,2020,2020,MS,Mississippi,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,10.1,10.1,8.7,11.8,Race/Ethnicity,"Black, non-Hispanic",28,-89.53803082499968,32.745510099000455
436,2020,2020,MS,Mississippi,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,,,,,Race/Ethnicity,"Multiracial, non-Hispanic",28,-89.53803082499968,32.745510099000455
437,2020,2020,MS,Mississippi,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,,,,,Race/Ethnicity,Hispanic,28,-89.53803082499968,32.745510099000455
438,2020,2020,MS,Mississippi,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,8.8,8.8,7.8,9.8,Overall,Overall,28,-89.53803082499968,32.745510099000455
439,2020,2020,MS,Mississippi,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,8.2,8.2,7.0,9.6,Race/Ethnicity,"White, non-Hispanic",28,-89.53803082499968,32.745510099000455
440,2020,2020,MS,Mississippi,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,11.4,11.4,10.0,13.0,Gender,Female,28,-89.53803082499968,32.745510099000455
441,2020,2020,MS,Mississippi,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,,,,,Race/Ethnicity,"Other, non-Hispanic",28,-89.53803082499968,32.745510099000455
442,2020,2020,MT,Montana,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,,,,,Race/Ethnicity,"Black, non-Hispanic",30,-109.42442064499971,47.06652897200047
443,2020,2020,MT,Montana,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,10.6,10.6,9.6,11.8,Race/Ethnicity,"White, non-Hispanic",30,-109.42442064499971,47.06652897200047
444,2020,2020,NV,Nevada,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,9.7,9.7,7.9,12.0,Race/Ethnicity,"White, non-Hispanic",32,-117.07184056399967,39.493240390000494
445,2020,2020,MT,Montana,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,10.8,10.8,9.8,11.9,Overall,Overall,30,-109.42442064499971,47.06652897200047
446,2020,2020,MT,Montana,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,,,,,Race/Ethnicity,"Black, non-Hispanic",30,-109.42442064499971,47.06652897200047
447,2020,2020,MT,Montana,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,13.8,13.8,12.3,15.4,Gender,Female,30,-109.42442064499971,47.06652897200047
448,2020,2020,MT,Montana,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,7.5,7.5,6.4,8.7,Gender,Male,30,-109.42442064499971,47.06652897200047
449,2020,2020,MT,Montana,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,15.2,15.2,10.7,21.1,Race/Ethnicity,"Other, non-Hispanic",30,-109.42442064499971,47.06652897200047
450,2020,2020,MT,Montana,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,14.4,14.4,12.8,16.2,Gender,Female,30,-109.42442064499971,47.06652897200047
451,2020,2020,MT,Montana,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,,,,,Race/Ethnicity,Hispanic,30,-109.42442064499971,47.06652897200047
452,2020,2020,MT,Montana,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,7.3,7.3,6.2,8.5,Gender,Male,30,-109.42442064499971,47.06652897200047
453,2020,2020,MT,Montana,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,16.0,16.0,10.4,23.8,Race/Ethnicity,"Multiracial, non-Hispanic",30,-109.42442064499971,47.06652897200047
454,2020,2020,MT,Montana,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,10.4,10.4,9.4,11.4,Race/Ethnicity,"White, non-Hispanic",30,-109.42442064499971,47.06652897200047
455,2020,2020,MT,Montana,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,,,,,Race/Ethnicity,Hispanic,30,-109.42442064499971,47.06652897200047
456,2020,2020,MT,Montana,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,15.2,15.2,9.6,23.2,Race/Ethnicity,"Multiracial, non-Hispanic",30,-109.42442064499971,47.06652897200047
457,2020,2020,MT,Montana,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,10.6,10.6,9.7,11.6,Overall,Overall,30,-109.42442064499971,47.06652897200047
458,2020,2020,NC,North Carolina,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,7.9,7.9,6.8,9.1,Race/Ethnicity,"White, non-Hispanic",37,-79.15925046299964,35.466220975000454
459,2020,2020,ND,North Dakota,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,12.3,12.3,10.2,14.6,Gender,Female,38,-100.11842104899966,47.47531977900047
460,2020,2020,NC,North Carolina,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,3.9,3.9,2.3,6.5,Race/Ethnicity,Hispanic,37,-79.15925046299964,35.466220975000454
461,2020,2020,ND,North Dakota,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,12.3,12.3,7.4,19.7,Race/Ethnicity,"Other, non-Hispanic",38,-100.11842104899966,47.47531977900047
462,2020,2020,NC,North Carolina,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,,,,,Race/Ethnicity,"Multiracial, non-Hispanic",37,-79.15925046299964,35.466220975000454
463,2020,2020,NC,North Carolina,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,7.8,7.8,7.0,8.7,Overall,Overall,37,-79.15925046299964,35.466220975000454
